account,sector,year_established,revenue,employees,office_location,subsidiary_of,Table,Field,Description,product,series,sales_price,opportunity_id,sales_agent,deal_stage,engage_date,close_date,close_value,manager,regional_office
Funholding,,,,,,,,,,MG Advanced,,,72C58IRY,Cecily Lampkin,Won,2017-11-08,2017-11-26,2968.0,,
Genco Pura Olive Oil Company,,,,,,,,,,GTX Plus Basic,,,MMIYELAE,Gladys Colclough,Won,2017-11-08,2017-11-19,1071.0,,
Treequote,,,,,,,,,,GTXPro,,,GS9UKUGV,Jonathan Berthelot,Lost,2017-11-08,2017-11-16,0.0,,
Sunnamplex,,,,,,,,,,GTX Plus Pro,,,X9MTGVJZ,Kami Bicknell,Lost,2017-11-08,2017-11-26,0.0,,
Plusstrip,,,,,,,,,,GTX Plus Basic,,,N22XN5IM,Kami Bicknell,Won,2017-11-08,2017-12-04,1082.0,,
Plexzap,,,,,,,,,,GTX Plus Basic,,,OTQTFK48,Kary Hendrixson,Won,2017-11-08,2017-11-11,1203.0,,
Konmatfix,,,,,,,,,,MG Special,,,URN9V0FK,Lajuana Vencill,Lost,2017-11-08,2017-12-30,0.0,,
Warephase,,,,,,,,,,GTX Plus Basic,,,K6TJSGUB,Marty Freudenburg,Won,2017-11-08,2017-11-17,985.0,,
Scottech,,,,,,,,,,GTX Plus Basic,,,CSXOYE1C,Niesha Huffines,Won,2017-11-08,2017-11-20,1133.0,,
Bubba Gump,,,,,,,,,,MG Special,,,4ATO2S4S,Violet Mclelland,Won,2017-11-08,2017-12-27,56.0,,
,,,,,,,,,,GTX Plus Basic,,,PMK11X5L,Wilburn Farren,Engaging,2017-11-08,,,,
,,,,,,,,,,GTX Basic,,,W4XB23IP,Boris Faz,Engaging,2017-11-09,,,,
Zencorporation,,,,,,,,,,GTX Basic,,,J0X7ZNDX,Donn Cantrell,Lost,2017-11-09,2017-11-13,0.0,,
Sumace,,,,,,,,,,GTX Plus Pro,,,GCCBRJF8,Garret Kinder,Won,2017-11-09,2017-11-27,4884.0,,
Kan-code,,,,,,,,,,GTX Basic,,,G7ZZG9DI,James Ascencio,Won,2017-11-09,2017-11-22,443.0,,
Goodsilron,,,,,,,,,,GTX Basic,,,TY9RBWLT,Kami Bicknell,Won,2017-11-09,2017-11-23,562.0,,
Groovestreet,,,,,,,,,,GTX Basic,,,NNREN4Q5,Kami Bicknell,Won,2017-11-09,2017-11-21,437.0,,
Rantouch,,,,,,,,,,MG Advanced,,,T0H5HATU,Kary Hendrixson,Lost,2017-11-09,2017-11-23,0.0,,
Kan-code,,,,,,,,,,GTX Basic,,,49TIKZ5B,Kary Hendrixson,Won,2017-11-09,2017-11-14,606.0,,
Sonron,,,,,,,,,,MG Special,,,ZM1HKZRS,Markita Hansen,Won,2017-11-09,2017-12-10,56.0,,
Sunnamplex,,,,,,,,,,MG Advanced,,,2FGV5XNE,Maureen Marcano,Lost,2017-11-09,2017-11-27,0.0,,
Warephase,,,,,,,,,,MG Special,,,04G3DK6T,Moses Frase,Won,2017-11-09,2017-11-21,54.0,,
,,,,,,,,,,GTXPro,,,6JBM1ZKO,Vicki Laflamme,Engaging,2017-11-09,,,,
Acme Corporation,,,,,,,,,,GTXPro,,,QSCVBJNJ,Wilburn Farren,Lost,2017-11-09,2017-11-23,0.0,,
Acme Corporation,,,,,,,,,,GTX Basic,,,C3KQJVDU,Corliss Cosme,Won,2017-11-10,2017-11-18,577.0,,
Massive Dynamic,,,,,,,,,,GTX Plus Basic,,,NZIJ3KKG,Daniell Hammack,Lost,2017-11-10,2017-11-16,0.0,,
Ron-tech,,,,,,,,,,GTXPro,,,F46Q34LY,Darcel Schlecht,Won,2017-11-10,2017-11-20,4480.0,,
Lexiqvolax,,,,,,,,,,GTX Plus Pro,,,5C13TAA8,Kary Hendrixson,Won,2017-11-10,2017-12-22,6299.0,,
Condax,,,,,,,,,,GTXPro,,,BFB6C54U,Kary Hendrixson,Won,2017-11-10,2017-12-01,4673.0,,
Xx-holding,,,,,,,,,,GTK 500,,,ZSYWCL6R,Markita Hansen,Lost,2017-11-10,2017-11-26,0.0,,
Zathunicon,,,,,,,,,,GTX Plus Pro,,,VNJQD4Z7,Reed Clapper,Won,2017-11-10,2017-12-29,4659.0,,
,,,,,,,,,,MG Special,,,0KWYQTQQ,Rosalina Dieter,Engaging,2017-11-10,,,,
Kinnamplus,,,,,,,,,,GTX Plus Basic,,,50OYB2YN,Corliss Cosme,Won,2017-11-11,2017-11-20,1180.0,,
Betatech,,,,,,,,,,GTX Plus Pro,,,C8BIQFEN,Darcel Schlecht,Lost,2017-11-11,2017-11-14,0.0,,
Opentech,,,,,,,,,,GTX Plus Basic,,,0TEEJ0WD,Donn Cantrell,Lost,2017-11-11,2017-11-18,0.0,,
Treequote,,,,,,,,,,MG Special,,,T2G750N6,Jonathan Berthelot,Won,2017-11-11,2017-12-04,57.0,,
Toughzap,,,,,,,,,,GTX Plus Pro,,,6BCEXGTX,Marty Freudenburg,Lost,2017-11-11,2017-11-22,0.0,,
Genco Pura Olive Oil Company,,,,,,,,,,GTX Plus Basic,,,6ZFEAR57,Niesha Huffines,Lost,2017-11-11,2017-11-22,0.0,,
Codehow,,,,,,,,,,MG Special,,,Y1JFDUVB,Versie Hillebrand,Won,2017-11-11,2017-12-20,48.0,,
Bioplex,,,,,,,,,,MG Special,,,7FCXBW1M,Violet Mclelland,Won,2017-11-11,2017-11-13,51.0,,
Inity,,,,,,,,,,MG Special,,,83Y5850C,Anna Snelling,Lost,2017-11-12,2017-11-25,0.0,,
Umbrella Corporation,,,,,,,,,,GTX Plus Basic,,,V1458D23,Corliss Cosme,Won,2017-11-12,2017-11-13,1138.0,,
Streethex,,,,,,,,,,MG Special,,,LJEAX51Q,Darcel Schlecht,Won,2017-11-12,2017-12-21,49.0,,
Sumace,,,,,,,,,,MG Advanced,,,LDDQ5PN2,Garret Kinder,Lost,2017-11-12,2017-11-21,0.0,,
Genco Pura Olive Oil Company,,,,,,,,,,GTX Basic,,,WPJ0AS7T,Gladys Colclough,Won,2017-11-12,2017-12-28,650.0,,
Lexiqvolax,,,,,,,,,,GTX Basic,,,4J8IA9GL,Kary Hendrixson,Won,2017-11-12,2017-12-29,470.0,,
Isdom,,,,,,,,,,GTX Basic,,,76RZPT87,Lajuana Vencill,Won,2017-11-12,2017-12-31,567.0,,
Newex,,,,,,,,,,MG Advanced,,,9E3UNPHY,Markita Hansen,Won,2017-11-12,2017-12-25,3836.0,,
Rangreen,,,,,,,,,,GTX Plus Pro,,,CQ8UELF8,Marty Freudenburg,Won,2017-11-12,2017-11-14,5916.0,,
Cheers,,,,,,,,,,GTX Plus Basic,,,4E5E9MYV,Maureen Marcano,Won,2017-11-12,2017-11-22,938.0,,
Kan-code,,,,,,,,,,GTX Plus Basic,,,24BCH90I,Maureen Marcano,Won,2017-11-12,2017-11-15,1124.0,,
Gogozoom,,,,,,,,,,MG Special,,,LWVZKYI0,Versie Hillebrand,Won,2017-11-12,2017-12-01,61.0,,
Faxquote,,,,,,,,,,MG Special,,,1W2EEX4L,Vicki Laflamme,Lost,2017-11-12,2017-12-24,0.0,,
Mathtouch,,,,,,,,,,MG Advanced,,,8977L373,Wilburn Farren,Won,2017-11-12,2017-11-19,4011.0,,
Hatfan,,,,,,,,,,GTX Plus Basic,,,66LD5EF0,Zane Levy,Lost,2017-11-12,2017-11-15,0.0,,
Plusstrip,,,,,,,,,,GTXPro,,,50JIFEWD,Zane Levy,Won,2017-11-12,2017-11-17,5144.0,,
Zotware,,,,,,,,,,GTX Basic,,,MTZQ55RH,Boris Faz,Won,2017-11-13,2017-11-24,493.0,,
Kinnamplus,,,,,,,,,,GTX Basic,,,1V3O11ZD,Cassey Cress,Lost,2017-11-13,2017-11-23,0.0,,
Kinnamplus,,,,,,,,,,GTX Plus Basic,,,AIBZQM42,Daniell Hammack,Won,2017-11-13,2017-11-20,1224.0,,
Isdom,,,,,,,,,,GTX Basic,,,IZ5MV9YF,Jonathan Berthelot,Lost,2017-11-13,2017-11-21,0.0,,
Konex,,,,,,,,,,GTX Basic,,,OHJX1K09,Kami Bicknell,Lost,2017-11-13,2017-11-14,0.0,,
Hottechi,,,,,,,,,,GTXPro,,,I33TECO1,Kami Bicknell,Lost,2017-11-13,2017-11-30,0.0,,
Streethex,,,,,,,,,,GTX Basic,,,MT45X396,Lajuana Vencill,Lost,2017-11-13,2017-11-19,0.0,,
,,,,,,,,,,GTX Plus Basic,,,G1W97XZA,Maureen Marcano,Engaging,2017-11-13,,,,
Treequote,,,,,,,,,,GTX Plus Pro,,,V8ELYA6F,Anna Snelling,Won,2017-11-14,2017-11-15,5276.0,,
Cancity,,,,,,,,,,GTX Plus Basic,,,NXXKM7C7,Daniell Hammack,Engaging,2017-11-14,,,,
Bioplex,,,,,,,,,,GTX Plus Pro,,,K98JFWRC,Garret Kinder,Lost,2017-11-14,2017-11-28,0.0,,
Konmatfix,,,,,,,,,,GTX Plus Basic,,,H6Q0LXVH,Gladys Colclough,Lost,2017-11-14,2017-11-20,0.0,,
Scotfind,,,,,,,,,,MG Advanced,,,2BH5Q718,Hayden Neloms,Lost,2017-11-14,2017-11-23,0.0,,
Y-corporation,,,,,,,,,,GTX Basic,,,CSJKVMR9,James Ascencio,Lost,2017-11-14,2017-11-16,0.0,,
Ron-tech,,,,,,,,,,GTX Plus Basic,,,N3YVDYY2,Marty Freudenburg,Won,2017-11-14,2017-11-23,947.0,,
Konex,,,,,,,,,,GTX Plus Pro,,,LRP5IXX5,Reed Clapper,Lost,2017-11-14,2017-11-23,0.0,,
Kinnamplus,,,,,,,,,,MG Advanced,,,SH1NTXPV,Violet Mclelland,Won,2017-11-14,2017-11-29,3342.0,,
Ganjaflex,,,,,,,,,,GTX Plus Pro,,,MKAKCFBQ,Boris Faz,Won,2017-11-15,2017-12-30,5610.0,,
Condax,,,,,,,,,,MG Advanced,,,9YH8LS5H,Cassey Cress,Lost,2017-11-15,2017-12-15,0.0,,
Donquadtech,,,,,,,,,,GTX Basic,,,RO8TURF5,Cassey Cress,Won,2017-11-15,2017-11-30,557.0,,
Warephase,,,,,,,,,,GTXPro,,,EW5ASXX4,Darcel Schlecht,Lost,2017-11-15,2017-11-20,0.0,,
dambase,,,,,,,,,,GTXPro,,,MDLJKQ5B,Darcel Schlecht,Won,2017-11-15,2017-11-30,5600.0,,
Acme Corporation,,,,,,,,,,GTXPro,,,7OIR36P2,Donn Cantrell,Won,2017-11-15,2017-12-27,4980.0,,
Scotfind,,,,,,,,,,MG Special,,,7XRWWM0X,Kami Bicknell,Engaging,2017-11-15,,,,
Kan-code,,,,,,,,,,GTXPro,,,GQ13O0AQ,Kami Bicknell,Lost,2017-11-15,2017-11-22,0.0,,
Konex,,,,,,,,,,GTX Basic,,,S9DDUFGP,Kary Hendrixson,Lost,2017-11-15,2017-11-28,0.0,,
Kan-code,,,,,,,,,,GTX Basic,,,B5OXRZTT,Zane Levy,Won,2017-11-15,2017-11-25,530.0,,
Hottechi,,,,,,,,,,MG Advanced,,,FX1RWO67,Anna Snelling,Won,2017-11-16,2017-12-31,3300.0,,
,,,,,,,,,,MG Advanced,,,BREOLQD9,Boris Faz,Engaging,2017-11-16,,,,
Konex,,,,,,,,,,MG Advanced,,,2AGA3ALY,Hayden Neloms,Won,2017-11-16,2017-11-20,3664.0,,
Konex,,,,,,,,,,GTX Plus Pro,,,P8ZOY6HA,James Ascencio,Lost,2017-11-16,2017-11-20,0.0,,
Stanredtax,,,,,,,,,,GTX Basic,,,PBGAZKMQ,Jonathan Berthelot,Won,2017-11-16,2017-11-22,575.0,,
Blackzim,,,,,,,,,,MG Special,,,86MJT5KR,Markita Hansen,Lost,2017-11-16,2017-11-23,0.0,,
,,,,,,,,,,GTX Plus Basic,,,62PCN0KS,Maureen Marcano,Engaging,2017-11-16,,,,
J-Texon,,,,,,,,,,MG Advanced,,,20NZO7TT,Maureen Marcano,Won,2017-11-16,2017-12-01,3271.0,,
Bioholding,,,,,,,,,,GTX Plus Pro,,,6FR9YZH2,Moses Frase,Lost,2017-11-16,2017-11-17,0.0,,
Cancity,,,,,,,,,,GTX Plus Basic,,,LCZGL74L,Niesha Huffines,Lost,2017-11-16,2017-11-26,0.0,,
Mathtouch,,,,,,,,,,GTX Plus Basic,,,6NWIZG2N,Reed Clapper,Won,2017-11-16,2017-11-24,1035.0,,
Plussunin,,,,,,,,,,MG Special,,,IS2HLCEO,Boris Faz,Lost,2017-11-17,2017-12-04,0.0,,
Inity,,,,,,,,,,GTX Plus Pro,,,90D20NZU,Darcel Schlecht,Won,2017-11-17,2017-11-24,4880.0,,
Yearin,,,,,,,,,,MG Advanced,,,P214KAH8,Donn Cantrell,Won,2017-11-17,2017-11-29,3644.0,,
Plusstrip,,,,,,,,,,MG Advanced,,,HEMKK91Z,Elease Gluck,Won,2017-11-17,2017-12-13,3538.0,,
Cheers,,,,,,,,,,GTX Plus Basic,,,R2JKKVOO,Kami Bicknell,Lost,2017-11-17,2017-11-27,0.0,,
Goodsilron,,,,,,,,,,GTX Basic,,,6LS93NXH,Kary Hendrixson,Lost,2017-11-17,2017-11-27,0.0,,
Bubba Gump,,,,,,,,,,GTXPro,,,BI36TLO5,Reed Clapper,Won,2017-11-17,2017-12-06,4154.0,,
Donware,,,,,,,,,,GTXPro,,,TYQFCQBN,Rosie Papadopoulos,Won,2017-11-17,2017-11-26,4620.0,,
Domzoom,,,,,,,,,,GTX Plus Pro,,,DH4WEPQ5,Versie Hillebrand,Won,2017-11-17,2017-11-18,5653.0,,
Bioplex,,,,,,,,,,MG Special,,,NJAOJJY9,Violet Mclelland,Lost,2017-11-17,2017-11-25,0.0,,
Donquadtech,,,,,,,,,,MG Special,,,VM6SAQYT,Violet Mclelland,Won,2017-11-17,2017-11-26,65.0,,
Newex,,,,,,,,,,GTX Basic,,,E2LVAU2T,Zane Levy,Won,2017-11-17,2017-12-05,497.0,,
Sumace,,,,,,,,,,GTXPro,,,CNAOGH7N,Boris Faz,Won,2017-11-18,2017-12-07,4645.0,,
Massive Dynamic,,,,,,,,,,GTXPro,,,0ONK3WET,Cassey Cress,Won,2017-11-18,2017-11-21,4243.0,,
Opentech,,,,,,,,,,GTX Plus Basic,,,9Y43IDMY,Daniell Hammack,Lost,2017-11-18,2017-12-06,0.0,,
Cancity,,,,,,,,,,GTXPro,,,UIE5G6GW,Darcel Schlecht,Won,2017-11-18,2017-11-29,4617.0,,
Xx-holding,,,,,,,,,,GTK 500,,,GB6C2UK5,Elease Gluck,Won,2017-11-18,2017-12-04,29220.0,,
Funholding,,,,,,,,,,GTX Plus Basic,,,5S2JLJGL,Jonathan Berthelot,Lost,2017-11-18,2017-11-30,0.0,,
Konex,,,,,,,,,,GTX Basic,,,820NH7ZA,Kami Bicknell,Won,2017-11-18,2017-12-04,643.0,,
Scotfind,,,,,,,,,,GTX Basic,,,PIPYDN8Y,Kary Hendrixson,Lost,2017-11-18,2017-11-21,0.0,,
Blackzim,,,,,,,,,,GTX Plus Pro,,,E3LNNM8H,Maureen Marcano,Lost,2017-11-18,2017-12-05,0.0,,
Funholding,,,,,,,,,,MG Special,,,UHYI2QB2,Moses Frase,Lost,2017-11-18,2017-11-28,0.0,,
Mathtouch,,,,,,,,,,GTX Plus Basic,,,5SJP2J1J,Boris Faz,Won,2017-11-19,2017-11-20,886.0,,
Rangreen,,,,,,,,,,MG Advanced,,,R5V9DX5U,Cecily Lampkin,Won,2017-11-19,2017-11-28,3206.0,,
Gekko & Co,,,,,,,,,,GTX Basic,,,PGCWLU4L,Daniell Hammack,Won,2017-11-19,2017-11-20,678.0,,
Funholding,,,,,,,,,,GTX Basic,,,RVI6ARFW,Darcel Schlecht,Won,2017-11-19,2017-11-20,549.0,,
Kan-code,,,,,,,,,,GTX Plus Pro,,,QVWPMJ8R,Donn Cantrell,Won,2017-11-19,2017-11-28,6540.0,,
Toughzap,,,,,,,,,,GTX Basic,,,7M7UED1P,Jonathan Berthelot,Lost,2017-11-19,2017-11-21,0.0,,
Lexiqvolax,,,,,,,,,,MG Advanced,,,JW51LS6C,Maureen Marcano,Lost,2017-11-19,2017-12-04,0.0,,
Isdom,,,,,,,,,,GTX Basic,,,KU4GX1KD,Niesha Huffines,Won,2017-11-19,2017-11-28,662.0,,
Finjob,,,,,,,,,,GTXPro,,,GSE8QWMU,Vicki Laflamme,Won,2017-11-19,2017-11-24,4540.0,,
Rundofase,,,,,,,,,,MG Special,,,6MTK51P5,Anna Snelling,Won,2017-11-20,2017-11-29,52.0,,
,,,,,,,,,,GTX Plus Basic,,,J962I0KG,Cassey Cress,Engaging,2017-11-20,,,,
Yearin,,,,,,,,,,GTXPro,,,QA2XTMMZ,Corliss Cosme,Lost,2017-11-20,2017-11-27,0.0,,
Goodsilron,,,,,,,,,,GTX Basic,,,T58EDFV0,Kami Bicknell,Won,2017-11-20,2017-12-08,504.0,,
Kan-code,,,,,,,,,,GTX Basic,,,C09PGOZG,Kary Hendrixson,Won,2017-11-20,2017-12-04,589.0,,
Stanredtax,,,,,,,,,,GTX Plus Pro,,,IG9RPWOZ,Moses Frase,Won,2017-11-20,2017-12-09,5756.0,,
Streethex,,,,,,,,,,MG Advanced,,,3GFZ7SN4,Moses Frase,Won,2017-11-20,2017-11-23,3161.0,,
,,,,,,,,,,MG Special,,,PQ84ANKD,Violet Mclelland,Engaging,2017-11-20,,,,
Umbrella Corporation,,,,,,,,,,GTX Plus Pro,,,DC1E84LC,Wilburn Farren,Won,2017-11-20,2017-12-08,5209.0,,
Kan-code,,,,,,,,,,MG Advanced,,,F0XGEQOE,Cassey Cress,Lost,2017-11-21,2017-11-25,0.0,,
dambase,,,,,,,,,,MG Special,,,EQIV6PMF,Cecily Lampkin,Won,2017-11-21,2017-12-08,58.0,,
Massive Dynamic,,,,,,,,,,MG Special,,,SK3A12HI,Corliss Cosme,Won,2017-11-21,2017-12-21,57.0,,
Bubba Gump,,,,,,,,,,GTXPro,,,F28BOUE5,Donn Cantrell,Won,2017-11-21,2017-12-10,5466.0,,
Domzoom,,,,,,,,,,GTX Plus Pro,,,Z7JCS0ZW,Gladys Colclough,Lost,2017-11-21,2017-11-24,0.0,,
Lexiqvolax,,,,,,,,,,GTX Plus Pro,,,9E3H6ONP,James Ascencio,Won,2017-11-21,2017-11-25,6932.0,,
Newex,,,,,,,,,,GTX Basic,,,FVTCAFCL,Kary Hendrixson,Won,2017-11-21,2017-12-22,597.0,,
Green-Plus,,,,,,,,,,MG Advanced,,,9TTQYYIW,Markita Hansen,Lost,2017-11-21,2017-11-27,0.0,,
Cheers,,,,,,,,,,GTX Basic,,,33JYWJ1X,Maureen Marcano,Won,2017-11-21,2017-12-29,619.0,,
Faxquote,,,,,,,,,,MG Advanced,,,L11T0DYF,Vicki Laflamme,Won,2017-11-21,2017-12-01,2590.0,,
Sumace,,,,,,,,,,GTXPro,,,QJZVB9ZG,Wilburn Farren,Lost,2017-11-21,2017-11-26,0.0,,
Yearin,,,,,,,,,,GTX Basic,,,WAEWV7YD,Cassey Cress,Won,2017-11-22,2017-12-07,609.0,,
Konex,,,,,,,,,,GTXPro,,,3RJPZ634,Corliss Cosme,Won,2017-11-22,2017-12-06,4492.0,,
Rantouch,,,,,,,,,,GTX Plus Basic,,,FZH6NJAQ,Maureen Marcano,Lost,2017-11-22,2017-11-27,0.0,,
Yearin,,,,,,,,,,GTXPro,,,4MPM6ZPU,Reed Clapper,Lost,2017-11-22,2017-12-06,0.0,,
Kan-code,,,,,,,,,,MG Special,,,U0XDMZK8,Violet Mclelland,Won,2017-11-22,2017-12-05,47.0,,
Goodsilron,,,,,,,,,,GTX Basic,,,J1G2SZKD,Zane Levy,Engaging,2017-11-22,,,,
Donquadtech,,,,,,,,,,GTX Basic,,,BF9D3HVC,Corliss Cosme,Lost,2017-11-23,2017-12-02,0.0,,
Warephase,,,,,,,,,,GTX Plus Basic,,,YMWG4Z3S,Kary Hendrixson,Engaging,2017-11-23,,,,
Sonron,,,,,,,,,,GTX Basic,,,6AT4VS58,Kary Hendrixson,Won,2017-11-23,2017-12-08,484.0,,
Ron-tech,,,,,,,,,,MG Advanced,,,S5FBJ31P,Marty Freudenburg,Lost,2017-11-23,2017-11-25,0.0,,
Toughzap,,,,,,,,,,MG Special,,,62JLAD45,Niesha Huffines,Lost,2017-11-23,2017-11-28,0.0,,
Dalttechnology,,,,,,,,,,MG Special,,,Z7GJE1K0,Rosalina Dieter,Won,2017-11-23,2017-12-07,49.0,,
,,,,,,,,,,MG Special,,,PV3TH2FF,Vicki Laflamme,Engaging,2017-11-23,,,,
Kan-code,,,,,,,,,,MG Special,,,4ZQTMS3Z,Violet Mclelland,Engaging,2017-11-23,,,,
Ganjaflex,,,,,,,,,,GTX Plus Basic,,,N6ZLW0OG,Cassey Cress,Won,2017-11-24,2017-12-05,927.0,,
Acme Corporation,,,,,,,,,,GTXPro,,,IJ2CLOLZ,Daniell Hammack,Won,2017-11-24,2017-12-09,4445.0,,
Codehow,,,,,,,,,,GTXPro,,,K4N74V6U,Darcel Schlecht,Won,2017-11-24,2017-12-04,5110.0,,
Blackzim,,,,,,,,,,MG Special,,,H7GFLCDH,Elease Gluck,Won,2017-11-24,2017-12-18,62.0,,
Konex,,,,,,,,,,GTX Plus Basic,,,0QMOIDET,James Ascencio,Won,2017-11-24,2017-12-11,1049.0,,
Labdrill,,,,,,,,,,GTX Plus Basic,,,33JWQH71,Kami Bicknell,Won,2017-11-24,2017-12-05,885.0,,
Newex,,,,,,,,,,GTXPro,,,D55HTKRU,Kary Hendrixson,Engaging,2017-11-24,,,,
Golddex,,,,,,,,,,MG Advanced,,,Z9WFXNX3,Markita Hansen,Lost,2017-11-24,2017-11-29,0.0,,
Gekko & Co,,,,,,,,,,MG Advanced,,,7ACIXBSY,Violet Mclelland,Won,2017-11-24,2017-12-05,3612.0,,
Zencorporation,,,,,,,,,,GTXPro,,,MEIBOSW7,Wilburn Farren,Won,2017-11-24,2017-11-29,5106.0,,
Genco Pura Olive Oil Company,,,,,,,,,,MG Advanced,,,NBUHFAKW,Anna Snelling,Won,2017-11-25,2017-12-28,2477.0,,
Donquadtech,,,,,,,,,,MG Special,,,PJ3NGI1Y,Cassey Cress,Lost,2017-11-25,2017-12-10,0.0,,
Warephase,,,,,,,,,,GTX Basic,,,RDZ2FC3A,Darcel Schlecht,Won,2017-11-25,2017-12-11,537.0,,
Hatfan,,,,,,,,,,GTX Plus Pro,,,R7GYOI0M,James Ascencio,Won,2017-11-25,2017-12-10,5547.0,,
Konmatfix,,,,,,,,,,GTX Plus Basic,,,Z1IF1M5M,Moses Frase,Won,2017-11-25,2017-11-29,1001.0,,
Kan-code,,,,,,,,,,GTX Plus Pro,,,B133ECHC,Vicki Laflamme,Lost,2017-11-25,2017-12-05,0.0,,
Yearin,,,,,,,,,,GTX Plus Basic,,,P55UV5QW,Violet Mclelland,Lost,2017-11-25,2017-11-29,0.0,,
Umbrella Corporation,,,,,,,,,,GTXPro,,,H0HDYIYJ,Wilburn Farren,Won,2017-11-25,2017-11-29,5077.0,,
dambase,,,,,,,,,,MG Advanced,,,EBMBP7JQ,Anna Snelling,Won,2017-11-26,2017-12-07,3844.0,,
Sumace,,,,,,,,,,GTX Plus Pro,,,MAUIC3DD,Corliss Cosme,Lost,2017-11-26,2017-12-10,0.0,,
Opentech,,,,,,,,,,GTX Plus Basic,,,20048JO2,Corliss Cosme,Won,2017-11-26,2017-12-14,1204.0,,
Isdom,,,,,,,,,,MG Advanced,,,U071YJYI,Darcel Schlecht,Lost,2017-11-26,2017-12-11,0.0,,
Stanredtax,,,,,,,,,,GTX Basic,,,Y3EVBV53,Gladys Colclough,Won,2017-11-26,2017-12-07,562.0,,
Faxquote,,,,,,,,,,GTX Plus Basic,,,JE63NRUA,Kami Bicknell,Lost,2017-11-26,2017-12-25,0.0,,
Sunnamplex,,,,,,,,,,GTX Basic,,,YA8CL4UM,Kami Bicknell,Won,2017-11-26,2017-12-01,460.0,,
Rundofase,,,,,,,,,,MG Special,,,43WRAJ1I,Versie Hillebrand,Won,2017-11-26,2017-12-11,66.0,,
Cancity,,,,,,,,,,MG Advanced,,,DA7BZMMO,Versie Hillebrand,Won,2017-11-26,2017-12-12,3309.0,,
Massive Dynamic,,,,,,,,,,MG Advanced,,,6QRZCDL0,Violet Mclelland,Lost,2017-11-26,2017-11-27,0.0,,
Genco Pura Olive Oil Company,,,,,,,,,,GTXPro,,,348COZ5O,Darcel Schlecht,Won,2017-11-27,2017-11-30,4888.0,,
J-Texon,,,,,,,,,,GTX Plus Basic,,,GLUYX9KN,Hayden Neloms,Won,2017-11-27,2017-12-12,1192.0,,
Bluth Company,,,,,,,,,,MG Advanced,,,2DT6W3HA,Reed Clapper,Lost,2017-11-27,2017-12-12,0.0,,
,,,,,,,,,,MG Special,,,7S8SLZDY,Rosalina Dieter,Engaging,2017-11-27,,,,
Inity,,,,,,,,,,GTX Basic,,,L8XNQONA,Zane Levy,Engaging,2017-11-27,,,,
Gekko & Co,,,,,,,,,,GTX Plus Basic,,,WE03969I,Donn Cantrell,Won,2017-11-28,2017-12-09,1131.0,,
Goodsilron,,,,,,,,,,GTX Plus Pro,,,3SOLZEZX,Hayden Neloms,Won,2017-11-28,2017-12-12,5702.0,,
Cheers,,,,,,,,,,GTX Basic,,,MAA6TJMM,Kami Bicknell,Won,2017-11-28,2017-12-13,563.0,,
Xx-holding,,,,,,,,,,GTX Plus Pro,,,0DY00J6O,Maureen Marcano,Won,2017-11-28,2017-12-11,5886.0,,
Domzoom,,,,,,,,,,GTX Basic,,,U8IUBGTW,Niesha Huffines,Lost,2017-11-28,2017-12-05,0.0,,
Hatfan,,,,,,,,,,MG Advanced,,,EV0V1ZZA,Vicki Laflamme,Lost,2017-11-28,2017-12-02,0.0,,
,,,,,,,,,,GTX Plus Basic,,,JVF7HZMV,Zane Levy,Engaging,2017-11-28,,,,
Rantouch,,,,,,,,,,GTX Basic,,,RCDG00F7,Zane Levy,Won,2017-11-28,2017-12-04,601.0,,
Sonron,,,,,,,,,,MG Special,,,XAKK81WB,Elease Gluck,Won,2017-11-29,2017-12-18,58.0,,
Blackzim,,,,,,,,,,MG Special,,,B6CHA7CX,Hayden Neloms,Won,2017-11-29,2017-12-14,58.0,,
Finjob,,,,,,,,,,MG Advanced,,,V263VR1Y,Hayden Neloms,Won,2017-11-29,2017-12-14,3285.0,,
Plussunin,,,,,,,,,,MG Advanced,,,A2PTJA6G,Reed Clapper,Won,2017-11-29,2017-12-08,3494.0,,
,,,,,,,,,,GTX Plus Pro,,,GQDS81G1,Corliss Cosme,Engaging,2017-11-30,,,,
Finhigh,,,,,,,,,,MG Advanced,,,GUDTJY0I,Darcel Schlecht,Lost,2017-11-30,2017-12-14,0.0,,
Initech,,,,,,,,,,GTX Plus Pro,,,MDK5NQJA,Donn Cantrell,Won,2017-11-30,2017-12-14,5204.0,,
The New York Inquirer,,,,,,,,,,GTX Basic,,,GB1K3Y4Y,Garret Kinder,Won,2017-11-30,2017-12-15,579.0,,
Cheers,,,,,,,,,,GTX Plus Basic,,,KKOU11ZD,Kary Hendrixson,Won,2017-11-30,2017-12-14,1195.0,,
Streethex,,,,,,,,,,GTX Plus Pro,,,KHZ3IOKH,Lajuana Vencill,Won,2017-11-30,2017-12-29,6340.0,,
Zathunicon,,,,,,,,,,GTX Plus Basic,,,Q34UWP01,Wilburn Farren,Won,2017-11-30,2017-12-19,1179.0,,
Condax,,,,,,,,,,GTX Plus Basic,,,X70BM5FO,Anna Snelling,Won,2017-12-01,2017-12-22,1243.0,,
Zoomit,,,,,,,,,,GTX Plus Basic,,,NCF02FA5,Elease Gluck,Won,2017-12-01,2017-12-15,953.0,,
